"","obs.cor","obs.cor.matrix","n.Obcrowd","n.Obdisplace","prop.Obcrowd","prop.Obdisplace","n.Obcrowd.dyads","n.Obdisplace.dyads","Obcrowd.density","Obdisplace.density","n.totalCD","ObtotalCD.density","Obcrowd.ec.value","Obcrowd.apl","Obcrowd.ei","Obcrowd.eff","Obcrowd.linearity","Obcrowd.steepness","Obcrowd.prunk.pu","Obcrowd.prunk.dyads","Obcrowd.transi.Pt","Obcrowd.transi.ttri","Obcrowd.focus","Obcrowd.position","strategy.Obcrowd","Obdisp.ec.value","Obdisp.apl","Obdisp.ei","Obdisp.eff","Obdisp.linearity","Obdisp.steepness","Obdisp.prunk.pu","Obdisp.prunk.dyads","Obdisp.transi.Pt","Obdisp.transi.ttri","Obdisp.focus","Obdisp.position","strategy.Obdisp","ObtotalCD.ec.value","ObtotalCD.apl","ObtotalCD.ei","ObtotalCD.eff","ObtotalCD.linearity","ObtotalCD.steepness","ObtotalCD.prunk.pu","ObtotalCD.prunk.dyads","ObtotalCD.transi.Pt","ObtotalCD.transi.ttri","ObtotalCD.focus","ObtotalCD.position","Obstrategy.totalCD","obs.cor.strength","obs.cor.between","obs.cor.eigen"
"Pt",0.339943583405141,0.503778248910827,160,1055,0.131687242798354,0.868312757201646,84,191,0.2,0.454761904761905,1215,0.654761904761905,9.43059881582782,1.9004329004329,2.04049223179584,0.46455937387716,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.350320484992601,0.467141797700887,"pure.bully",39.6478014003857,1.6525,1.19678662700708,0.27247270900789,0.5071,0.424154576329339,0.21,210,0.941,0.765,0.298794763085843,0.402260829990582,"pure.bully",47.6774061405801,1.59,1.13906629620344,0.259331506938954,0.5662,0.470190989077629,0.171,210,0.949,0.794,0.260035656558111,0.380127105201709,"pure.bully",0.875218285239248,0.0755637603183279,0.69762913715111
