"","runID","COR"
"1","run001",0.0725677668271006
"2","run002",0.0314706621167323
"3","run003",0.112146363634349
"4","run004",0.095699329765057
"5","run005",0.0582293314472285
"6","run006",0.0990176170728649
"7","run007",-0.0451040419974307
"8","run008",0.0624779181390836
"9","run009",0.077774469078692
"10","run010",0.135229460978954
"11","run011",0.200215238151357
"12","run012",0.103965411078584
"13","run013",-0.00903218085998515
"14","run014",0.17906441037058
"15","run015",0.152595171941941
"16","run016",0.0461548609499801
"17","run017",0.0532912970711127
"18","run018",0.0566783770694894
"19","run019",0.0845618415589667
"20","run020",0.0418012776245754
"21","run021",0.0454162106323062
"22","run022",0.104482878614693
"23","run023",-0.0568930609593887
"24","run024",0.102700623156289
"25","run025",0.121184084696346
"26","run026",0.120986172816765
"27","run027",0.209702736694882
"28","run028",0.0571655853293619
"29","run029",0.092385180239129
"30","run030",-0.0351447101434176
"31","run031",0.0579518187212408
"32","run032",0.00157775195349493
"33","run033",0.207402771157548
"34","run034",0.0231714834129194
"35","run035",0.102665228822444
"36","run036",0.176857628511533
"37","run037",0.0335900507427826
"38","run038",0.120005179996446
"39","run039",0.0388563675168894
"40","run040",0.15519524968141
"41","run041",0.153808049711667
"42","run042",0.146135691518309
"43","run043",0.162113098481567
"44","run044",0.112714874903724
"45","run045",0.0200526848302273
"46","run046",0.107444055394062
"47","run047",0.0850301164652675
"48","run048",0.0554132176904893
"49","run049",0.00933695292298273
"50","run050",0.108897374889608
"51","run051",0.0720382395718518
"52","run052",-0.00458747408858296
"53","run053",0.125085192145828
"54","run054",0.108009396802891
"55","run055",0.0549806069138285
"56","run056",0.0654241335438347
"57","run057",0.136472536791478
"58","run058",-0.0454946605669082
"59","run059",0.12600722508292
"60","run060",0.0698145797053986
"61","run061",0.0316656560142382
"62","run062",0.0347138771098349
"63","run063",0.0858712537994175
"64","run064",-0.0334565789072115
"65","run065",0.129645642174972
"66","run066",0.190112908852085
"67","run067",0.0823355820120543
"68","run068",0.0121646735282568
"69","run069",0.0487138091586747
"70","run070",0.0811953827712668
"71","run071",0.0922613402328323
"72","run072",0.183039119412368
"73","run073",0.0607168995948121
"74","run074",0.109105496136713
"75","run075",0.00796447820959987
"76","run076",0.106051291715889
"77","run077",-0.0175920276627639
"78","run078",0.0378566483576642
"79","run079",-0.0162030391739699
"80","run080",0.126696445166618
"81","run081",0.0693907008701744
"82","run082",0.0702326232587046
"83","run083",0.129699925150866
"84","run084",0.059728817815051
"85","run085",0.167590618190036
"86","run086",0.0780747412766922
"87","run087",-0.00439986355712745
"88","run088",0.182372928504116
"89","run089",-0.0406077473220248
"90","run090",0.0537631052498605
"91","run091",0.11977305722285
"92","run092",0.196664093384912
"93","run093",0.0988630222004053
"94","run094",0.0977921552962726
"95","run095",0.08694945366339
"96","run096",0.0383332553489184
"97","run097",0.0406032334151876
"98","run098",0.141543691909147
"99","run099",0.160484508249119
"100","run100",0.153066139760211
