"","obs.cor","n.Obcrowd","n.Obdisplace","prop.Obcrowd","prop.Obdisplace","n.Obcrowd.dyads","n.Obdisplace.dyads","Obcrowd.density","Obdisplace.density","n.totalCD","ObtotalCD.density","Obcrowd.linearity","Obcrowd.steepness","Obcrowd.prunk.pu","Obcrowd.prunk.dyads","Obcrowd.transi.Pt","Obcrowd.transi.ttri","Obcrowd.focus","Obcrowd.position","strategy.Obcrowd","Obdisp.linearity","Obdisp.steepness","Obdisp.prunk.pu","Obdisp.prunk.dyads","Obdisp.transi.Pt","Obdisp.transi.ttri","Obdisp.focus","Obdisp.position","strategy.Obdisp","ObtotalCD.linearity","ObtotalCD.steepness","ObtotalCD.prunk.pu","ObtotalCD.prunk.dyads","ObtotalCD.transi.Pt","ObtotalCD.transi.ttri","ObtotalCD.focus","ObtotalCD.position","Obstrategy.totalCD"
"Pt",0.706410742419665,56,735,0.0707964601769911,0.929203539823009,38,155,0.0904761904761905,0.369047619047619,791,0.45952380952381,0.1461,0.033915687487116,0.829,210,0.95,0.8,0.517551791250325,0.487861244414554,"downward.heuristic",0.4825,0.293288795168285,0.381,210,0.97,0.881,0.314630118544841,0.426504116545582,"pure.bully",0.4805,0.293298638357087,0.371,210,0.979,0.918,0.36939389259416,0.399698004417882,"downward.heuristic"
