"","run.code","focus.Rcrowd","position.Rcrowd","strategy.Rcrowd","focus.Rdisp","position.Rdisp","strategy.Rdisp"
"75","run075",0.390257287069168,0.423800449157015,"pure.bully",0.487132306505614,0.473862355078146,"pure.bully"
"76","run076",0.324425619801103,0.367074910557806,"downward.heuristic",0.461600147449148,0.436553655081504,"downward.heuristic"
"77","run077",0.477185987113049,0.486429861204298,"downward.heuristic",0.293693240492222,0.470144397460042,"pure.bully"
"78","run078",0.32776613175649,0.431040348377628,"pure.bully",0.544153475001172,0.424334526631955,"downward.heuristic"
"79","run079",0.16920560192838,0.398785917539302,"pure.bully",0.588908147561371,0.368053210899993,"downward.heuristic"
"80","run080",0.339564131756477,0.36260054228834,"downward.heuristic",0.655493713475937,0.452739212432914,"downward.heuristic"
"81","run081",0.463459639696198,0.445926245544863,"pure.bully",0.560742843078586,0.378226800530765,"downward.heuristic"
"82","run082",0.455397644065245,0.471953995297818,"downward.heuristic",0.309450915248662,0.373042770666339,"pure.bully"
"83","run083",0.307643944176383,0.461298227856296,"pure.bully",0.490124271597729,0.458627031087381,"pure.bully"
"84","run084",0.48651654207742,0.439397738083418,"downward.heuristic",0.492738800318434,0.366309584363575,"downward.heuristic"
"85","run085",0.494897166217566,0.482378423840383,"pure.bully",0.497722216074102,0.359437788218217,"downward.heuristic"
"86","run086",0.419874895632199,0.453258266204618,"downward.heuristic",0.446825891639734,0.358466866070501,"downward.heuristic"
"87","run087",0.510781835744611,0.4374197677464,"downward.heuristic",0.315885899964464,0.437745546344218,"pure.bully"
"88","run088",0.441330664316945,0.443371978268414,"pure.bully",0.376017872795236,0.421220658546243,"downward.heuristic"
"89","run089",0.391331130170258,0.335259106386202,"downward.heuristic",0.562590048969728,0.405795987000712,"downward.heuristic"
"90","run090",0.257409767939092,0.434796022832087,"pure.bully",0.515355529826364,0.462717470281791,"downward.heuristic"
"91","run091",0.554823461121419,0.478952043363617,"pure.bully",0.217083534511811,0.377567501932691,"downward.heuristic"
"92","run092",0.465020896667739,0.53627800348323,"pure.bully",0.139799774482291,0.387805663127001,"pure.bully"
"93","run093",0.432765061942943,0.456551521131173,"pure.bully",0.489880116017211,0.423080248297587,"downward.heuristic"
"94","run094",0.343478760030053,0.414830103311235,"pure.bully",0.52031621491444,0.361937205137348,"downward.heuristic"
"95","run095",0.342395879873249,0.368409768288409,"downward.heuristic",0.491262230462474,0.432583176435028,"downward.heuristic"
"96","run096",0.310407988379168,0.500105765579968,"pure.bully",0.425369806612675,0.433408488066226,"downward.heuristic"
"97","run097",0.387160777949488,0.432964225021087,"downward.heuristic",0.513379074929947,0.481799003266854,"pure.bully"
"98","run098",0.621281786942758,0.543660922263238,"pure.bully",0.457016591455748,0.405236427963372,"downward.heuristic"
"99","run099",0.537314235148271,0.422371775903435,"downward.heuristic",0.439159306024163,0.423107462326591,"downward.heuristic"
"100","run100",0.469803486073839,0.480568212308333,"pure.bully",0.412307183085161,0.327123235488024,"downward.heuristic"
