"","run.code","run.cor","n.Rcrowd","n.Rdisplace","prop.Rcrowd","prop.Rdisplace","n.Rcrowd.dyads","n.Rdisplace.dyads","Rcrowd.density","Rdisplace.density","Rcrowd.degree","Rcrowd.strength","Rcrowd.between","Rcrowd.ec","Rcrowd.ec.value","Rcrowd.apl","Rcrowd.eff","Rcrowd.linearity","Rcrowd.steepness","Rcrowd.prunk.pu","Rcrowd.prunk.dyads","Rcrowd.transi.Pt","Rcrowd.transi.ttri","Rdisp.degree","Rdisp.strength","Rdisp.between","Rdisp.ec","Rdisp.ec.value","Rdisp.apl","Rdisp.eff","Rdisp.linearity","Rdisp.steepness","Rdisp.prunk.pu","Rdisp.prunk.dyads","Rdisp.transi.Pt","Rdisp.transi.ttri","ref1.cor.matrix"
"RBG25","run026",0.120986172816765,612,603,0.503703703703704,0.496296296296296,131,151,0.311904761904762,0.35952380952381,5,11,36.25,0.0100926135161676,18.9998021703972,2.06561679790026,0.37443166949741,0.3864,0.240960672325472,0.433,210,0.969,0.875,5,9,80.9333333333333,0.161737112035768,25.4523886792633,1.85263157894737,0.328043854503028,0.3416,0.281546559921071,0.362,210,0.932,0.729,0.396633313935544
"RBR25","run026",0.120986172816765,612,603,0.503703703703704,0.496296296296296,131,151,0.311904761904762,0.35952380952381,9,33,0,0.33552030147777,18.9998021703972,2.06561679790026,0.37443166949741,0.3864,0.240960672325472,0.433,210,0.969,0.875,9,31,20,0.0978466300924489,25.4523886792633,1.85263157894737,0.328043854503028,0.3416,0.281546559921071,0.362,210,0.932,0.729,0.396633313935544
"RGG25","run026",0.120986172816765,612,603,0.503703703703704,0.496296296296296,131,151,0.311904761904762,0.35952380952381,5,12,37.9833333333333,0.143369715369767,18.9998021703972,2.06561679790026,0.37443166949741,0.3864,0.240960672325472,0.433,210,0.969,0.875,7,17,32.152380952381,0.101367049832993,25.4523886792633,1.85263157894737,0.328043854503028,0.3416,0.281546559921071,0.362,210,0.932,0.729,0.396633313935544
"RGR25","run026",0.120986172816765,612,603,0.503703703703704,0.496296296296296,131,151,0.311904761904762,0.35952380952381,7,14,85.7083333333333,0.275040980342063,18.9998021703972,2.06561679790026,0.37443166949741,0.3864,0.240960672325472,0.433,210,0.969,0.875,10,41,25.4154761904762,0.0392101177406214,25.4523886792633,1.85263157894737,0.328043854503028,0.3416,0.281546559921071,0.362,210,0.932,0.729,0.396633313935544
"RRG25","run026",0.120986172816765,612,603,0.503703703703704,0.496296296296296,131,151,0.311904761904762,0.35952380952381,11,93,103.666666666667,0.340699023047874,18.9998021703972,2.06561679790026,0.37443166949741,0.3864,0.240960672325472,0.433,210,0.969,0.875,8,56,2.15238095238095,0.355596547832769,25.4523886792633,1.85263157894737,0.328043854503028,0.3416,0.281546559921071,0.362,210,0.932,0.729,0.396633313935544
"RRR25","run026",0.120986172816765,612,603,0.503703703703704,0.496296296296296,131,151,0.311904761904762,0.35952380952381,6,15,18.8333333333333,0.0904450931786714,18.9998021703972,2.06561679790026,0.37443166949741,0.3864,0.240960672325472,0.433,210,0.969,0.875,7,11,17.6238095238095,0.131447298262357,25.4523886792633,1.85263157894737,0.328043854503028,0.3416,0.281546559921071,0.362,210,0.932,0.729,0.396633313935544
"BBB26","run027",0.209702736694882,562,653,0.462551440329218,0.537448559670782,149,140,0.354761904761905,0.333333333333333,6,9,18.9452380952381,1,20.5840454417613,1.82939632545932,0.345034780684869,0.3688,0.281094127140239,0.357,210,0.932,0.726,3,4,35.25,1,27.7947621091764,1.91601049868766,0.38175111065905,0.3429,0.27112151860449,0.395,210,0.94,0.758,0.478491687830493
"BBG26","run027",0.209702736694882,562,653,0.462551440329218,0.537448559670782,149,140,0.354761904761905,0.333333333333333,13,91,0,0,20.5840454417613,1.82939632545932,0.345034780684869,0.3688,0.281094127140239,0.357,210,0.932,0.726,8,40,12.3333333333333,0.00600254818266306,27.7947621091764,1.91601049868766,0.38175111065905,0.3429,0.27112151860449,0.395,210,0.94,0.758,0.478491687830493
"BBR26","run027",0.209702736694882,562,653,0.462551440329218,0.537448559670782,149,140,0.354761904761905,0.333333333333333,0,0,0,0.0488948187739648,20.5840454417613,1.82939632545932,0.345034780684869,0.3688,0.281094127140239,0.357,210,0.932,0.726,0,0,0,0.163513763005847,27.7947621091764,1.91601049868766,0.38175111065905,0.3429,0.27112151860449,0.395,210,0.94,0.758,0.478491687830493
"BGB26","run027",0.209702736694882,562,653,0.462551440329218,0.537448559670782,149,140,0.354761904761905,0.333333333333333,1,1,7.75,0.101810317687253,20.5840454417613,1.82939632545932,0.345034780684869,0.3688,0.281094127140239,0.357,210,0.932,0.726,1,2,13.2333333333333,0.354297830692608,27.7947621091764,1.91601049868766,0.38175111065905,0.3429,0.27112151860449,0.395,210,0.94,0.758,0.478491687830493
"BGG26","run027",0.209702736694882,562,653,0.462551440329218,0.537448559670782,149,140,0.354761904761905,0.333333333333333,6,11,63.5380952380952,0.173611012667987,20.5840454417613,1.82939632545932,0.345034780684869,0.3688,0.281094127140239,0.357,210,0.932,0.726,2,2,32.7083333333333,0.105445527875644,27.7947621091764,1.91601049868766,0.38175111065905,0.3429,0.27112151860449,0.395,210,0.94,0.758,0.478491687830493
"BRB26","run027",0.209702736694882,562,653,0.462551440329218,0.537448559670782,149,140,0.354761904761905,0.333333333333333,5,16,48.4,0.160548970891929,20.5840454417613,1.82939632545932,0.345034780684869,0.3688,0.281094127140239,0.357,210,0.932,0.726,5,7,3.75,0.741796610771174,27.7947621091764,1.91601049868766,0.38175111065905,0.3429,0.27112151860449,0.395,210,0.94,0.758,0.478491687830493
"BRR26","run027",0.209702736694882,562,653,0.462551440329218,0.537448559670782,149,140,0.354761904761905,0.333333333333333,4,7,6.58333333333333,0.281468239261496,20.5840454417613,1.82939632545932,0.345034780684869,0.3688,0.281094127140239,0.357,210,0.932,0.726,3,10,26.25,0.371991895438566,27.7947621091764,1.91601049868766,0.38175111065905,0.3429,0.27112151860449,0.395,210,0.94,0.758,0.478491687830493
"GBB26","run027",0.209702736694882,562,653,0.462551440329218,0.537448559670782,149,140,0.354761904761905,0.333333333333333,14,93,17.5,0.00601021497722779,20.5840454417613,1.82939632545932,0.345034780684869,0.3688,0.281094127140239,0.357,210,0.932,0.726,12,132,3.66666666666667,0.00600254818266306,27.7947621091764,1.91601049868766,0.38175111065905,0.3429,0.27112151860449,0.395,210,0.94,0.758,0.478491687830493
"GBG26","run027",0.209702736694882,562,653,0.462551440329218,0.537448559670782,149,140,0.354761904761905,0.333333333333333,9,18,3.73333333333333,0.00159186858973393,20.5840454417613,1.82939632545932,0.345034780684869,0.3688,0.281094127140239,0.357,210,0.932,0.726,8,24,11,0.0086828899877183,27.7947621091764,1.91601049868766,0.38175111065905,0.3429,0.27112151860449,0.395,210,0.94,0.758,0.478491687830493
"GGB26","run027",0.209702736694882,562,653,0.462551440329218,0.537448559670782,149,140,0.354761904761905,0.333333333333333,12,52,18.9333333333333,0.123714538206012,20.5840454417613,1.82939632545932,0.345034780684869,0.3688,0.281094127140239,0.357,210,0.932,0.726,15,104,9.33333333333333,0.229333765263453,27.7947621091764,1.91601049868766,0.38175111065905,0.3429,0.27112151860449,0.395,210,0.94,0.758,0.478491687830493
"GGG26","run027",0.209702736694882,562,653,0.462551440329218,0.537448559670782,149,140,0.354761904761905,0.333333333333333,13,72,42.8,0.306840888886204,20.5840454417613,1.82939632545932,0.345034780684869,0.3688,0.281094127140239,0.357,210,0.932,0.726,13,84,54.6666666666667,0.607160647753771,27.7947621091764,1.91601049868766,0.38175111065905,0.3429,0.27112151860449,0.395,210,0.94,0.758,0.478491687830493
"GGR26","run027",0.209702736694882,562,653,0.462551440329218,0.537448559670782,149,140,0.354761904761905,0.333333333333333,2,3,23.2523809523809,0.126965093701577,20.5840454417613,1.82939632545932,0.345034780684869,0.3688,0.281094127140239,0.357,210,0.932,0.726,4,6,24.2,0.299270922347453,27.7947621091764,1.91601049868766,0.38175111065905,0.3429,0.27112151860449,0.395,210,0.94,0.758,0.478491687830493
"GRG26","run027",0.209702736694882,562,653,0.462551440329218,0.537448559670782,149,140,0.354761904761905,0.333333333333333,12,34,41.1357142857143,0.0087262354794843,20.5840454417613,1.82939632545932,0.345034780684869,0.3688,0.281094127140239,0.357,210,0.932,0.726,9,33,54,0.0202591766691058,27.7947621091764,1.91601049868766,0.38175111065905,0.3429,0.27112151860449,0.395,210,0.94,0.758,0.478491687830493
"GRR26","run027",0.209702736694882,562,653,0.462551440329218,0.537448559670782,149,140,0.354761904761905,0.333333333333333,4,4,47.2119047619048,0.154123279226557,20.5840454417613,1.82939632545932,0.345034780684869,0.3688,0.281094127140239,0.357,210,0.932,0.726,4,8,14.1666666666667,0.342297958056183,27.7947621091764,1.91601049868766,0.38175111065905,0.3429,0.27112151860449,0.395,210,0.94,0.758,0.478491687830493
"RBB26","run027",0.209702736694882,562,653,0.462551440329218,0.537448559670782,149,140,0.354761904761905,0.333333333333333,4,4,30.2928571428571,0.20642917391819,20.5840454417613,1.82939632545932,0.345034780684869,0.3688,0.281094127140239,0.357,210,0.932,0.726,1,1,3.33333333333333,0.171460494280937,27.7947621091764,1.91601049868766,0.38175111065905,0.3429,0.27112151860449,0.395,210,0.94,0.758,0.478491687830493
"RBG26","run027",0.209702736694882,562,653,0.462551440329218,0.537448559670782,149,140,0.354761904761905,0.333333333333333,4,5,17.9666666666667,0.0744174346326036,20.5840454417613,1.82939632545932,0.345034780684869,0.3688,0.281094127140239,0.357,210,0.932,0.726,7,15,55,0.166839398785989,27.7947621091764,1.91601049868766,0.38175111065905,0.3429,0.27112151860449,0.395,210,0.94,0.758,0.478491687830493
"RBR26","run027",0.209702736694882,562,653,0.462551440329218,0.537448559670782,149,140,0.354761904761905,0.333333333333333,9,27,7.43333333333333,0.140142031061911,20.5840454417613,1.82939632545932,0.345034780684869,0.3688,0.281094127140239,0.357,210,0.932,0.726,9,37,22.4166666666667,0.317578353018036,27.7947621091764,1.91601049868766,0.38175111065905,0.3429,0.27112151860449,0.395,210,0.94,0.758,0.478491687830493
"RGG26","run027",0.209702736694882,562,653,0.462551440329218,0.537448559670782,149,140,0.354761904761905,0.333333333333333,7,15,25.45,0.121771561355016,20.5840454417613,1.82939632545932,0.345034780684869,0.3688,0.281094127140239,0.357,210,0.932,0.726,5,14,10.4,0.145603862013326,27.7947621091764,1.91601049868766,0.38175111065905,0.3429,0.27112151860449,0.395,210,0.94,0.758,0.478491687830493
"RGR26","run027",0.209702736694882,562,653,0.462551440329218,0.537448559670782,149,140,0.354761904761905,0.333333333333333,10,32,18.7357142857143,0.172120148493322,20.5840454417613,1.82939632545932,0.345034780684869,0.3688,0.281094127140239,0.357,210,0.932,0.726,10,23,31.4833333333333,0.161744058784883,27.7947621091764,1.91601049868766,0.38175111065905,0.3429,0.27112151860449,0.395,210,0.94,0.758,0.478491687830493
"RRG26","run027",0.209702736694882,562,653,0.462551440329218,0.537448559670782,149,140,0.354761904761905,0.333333333333333,8,59,21.3666666666667,0.25322200060592,20.5840454417613,1.82939632545932,0.345034780684869,0.3688,0.281094127140239,0.357,210,0.932,0.726,11,90,75.375,0.491068417853614,27.7947621091764,1.91601049868766,0.38175111065905,0.3429,0.27112151860449,0.395,210,0.94,0.758,0.478491687830493
"RRR26","run027",0.209702736694882,562,653,0.462551440329218,0.537448559670782,149,140,0.354761904761905,0.333333333333333,6,9,24.9309523809524,0.167797297720731,20.5840454417613,1.82939632545932,0.345034780684869,0.3688,0.281094127140239,0.357,210,0.932,0.726,10,17,89.3333333333333,0.0730831096023215,27.7947621091764,1.91601049868766,0.38175111065905,0.3429,0.27112151860449,0.395,210,0.94,0.758,0.478491687830493
"BBB27","run028",0.0571655853293619,528,687,0.434567901234568,0.565432098765432,132,148,0.314285714285714,0.352380952380952,5,9,20.4714285714286,0.957854757396496,28.8203277365686,1.73333333333333,0.364461469279679,0.2662,0.215878604034489,0.438,210,0.879,0.518,2,4,21.1166666666667,1,19.8459078863224,2.08,0.353329359627597,0.4123,0.314399986113226,0.352,210,0.953,0.813,0.443758986134101
"BBG27","run028",0.0571655853293619,528,687,0.434567901234568,0.565432098765432,132,148,0.314285714285714,0.352380952380952,10,45,0,5.45359656256182e-18,28.8203277365686,1.73333333333333,0.364461469279679,0.2662,0.215878604034489,0.438,210,0.879,0.518,10,86,3.89047619047619,0.00126942116373757,19.8459078863224,2.08,0.353329359627597,0.4123,0.314399986113226,0.352,210,0.953,0.813,0.443758986134101
"BBR27","run028",0.0571655853293619,528,687,0.434567901234568,0.565432098765432,132,148,0.314285714285714,0.352380952380952,0,0,0,0.154962196280016,28.8203277365686,1.73333333333333,0.364461469279679,0.2662,0.215878604034489,0.438,210,0.879,0.518,0,0,0,0.0916736127019013,19.8459078863224,2.08,0.353329359627597,0.4123,0.314399986113226,0.352,210,0.953,0.813,0.443758986134101
"BGB27","run028",0.0571655853293619,528,687,0.434567901234568,0.565432098765432,132,148,0.314285714285714,0.352380952380952,0,0,0,0.252017748689106,28.8203277365686,1.73333333333333,0.364461469279679,0.2662,0.215878604034489,0.438,210,0.879,0.518,2,3,40.5392857142857,0.156693046556547,19.8459078863224,2.08,0.353329359627597,0.4123,0.314399986113226,0.352,210,0.953,0.813,0.443758986134101
"BGG27","run028",0.0571655853293619,528,687,0.434567901234568,0.565432098765432,132,148,0.314285714285714,0.352380952380952,4,8,28.0666666666667,0.196580491642975,28.8203277365686,1.73333333333333,0.364461469279679,0.2662,0.215878604034489,0.438,210,0.879,0.518,3,5,40.8190476190476,0.141673079187447,19.8459078863224,2.08,0.353329359627597,0.4123,0.314399986113226,0.352,210,0.953,0.813,0.443758986134101
"BRB27","run028",0.0571655853293619,528,687,0.434567901234568,0.565432098765432,132,148,0.314285714285714,0.352380952380952,5,13,43.1357142857143,0.474792189250241,28.8203277365686,1.73333333333333,0.364461469279679,0.2662,0.215878604034489,0.438,210,0.879,0.518,6,10,29.4440476190476,0.297817039132532,19.8459078863224,2.08,0.353329359627597,0.4123,0.314399986113226,0.352,210,0.953,0.813,0.443758986134101
"BRR27","run028",0.0571655853293619,528,687,0.434567901234568,0.565432098765432,132,148,0.314285714285714,0.352380952380952,5,8,32.1,0.516796866090631,28.8203277365686,1.73333333333333,0.364461469279679,0.2662,0.215878604034489,0.438,210,0.879,0.518,3,9,41.2011904761905,0.277467575833083,19.8459078863224,2.08,0.353329359627597,0.4123,0.314399986113226,0.352,210,0.953,0.813,0.443758986134101
"GBB27","run028",0.0571655853293619,528,687,0.434567901234568,0.565432098765432,132,148,0.314285714285714,0.352380952380952,10,57,12.8833333333333,0.012519667804522,28.8203277365686,1.73333333333333,0.364461469279679,0.2662,0.215878604034489,0.438,210,0.879,0.518,14,168,26.3392857142857,0.00126942116373757,19.8459078863224,2.08,0.353329359627597,0.4123,0.314399986113226,0.352,210,0.953,0.813,0.443758986134101
"GBG27","run028",0.0571655853293619,528,687,0.434567901234568,0.565432098765432,132,148,0.314285714285714,0.352380952380952,6,22,1,4.53374611508723e-18,28.8203277365686,1.73333333333333,0.364461469279679,0.2662,0.215878604034489,0.438,210,0.879,0.518,10,20,25.1833333333333,0.00581200372759931,19.8459078863224,2.08,0.353329359627597,0.4123,0.314399986113226,0.352,210,0.953,0.813,0.443758986134101
"GGB27","run028",0.0571655853293619,528,687,0.434567901234568,0.565432098765432,132,148,0.314285714285714,0.352380952380952,13,90,19.2690476190476,0.360820929279291,28.8203277365686,1.73333333333333,0.364461469279679,0.2662,0.215878604034489,0.438,210,0.879,0.518,15,66,44.3857142857143,0.0992799062780027,19.8459078863224,2.08,0.353329359627597,0.4123,0.314399986113226,0.352,210,0.953,0.813,0.443758986134101
"GGG27","run028",0.0571655853293619,528,687,0.434567901234568,0.565432098765432,132,148,0.314285714285714,0.352380952380952,11,65,37.1166666666667,1,28.8203277365686,1.73333333333333,0.364461469279679,0.2662,0.215878604034489,0.438,210,0.879,0.518,14,91,56.7190476190476,0.254194929967343,19.8459078863224,2.08,0.353329359627597,0.4123,0.314399986113226,0.352,210,0.953,0.813,0.443758986134101
"GGR27","run028",0.0571655853293619,528,687,0.434567901234568,0.565432098765432,132,148,0.314285714285714,0.352380952380952,5,7,12.05,0.256625258196848,28.8203277365686,1.73333333333333,0.364461469279679,0.2662,0.215878604034489,0.438,210,0.879,0.518,2,2,6.51904761904762,0.158178866513515,19.8459078863224,2.08,0.353329359627597,0.4123,0.314399986113226,0.352,210,0.953,0.813,0.443758986134101
"GRG27","run028",0.0571655853293619,528,687,0.434567901234568,0.565432098765432,132,148,0.314285714285714,0.352380952380952,9,40,26.75,0.0324982911467052,28.8203277365686,1.73333333333333,0.364461469279679,0.2662,0.215878604034489,0.438,210,0.879,0.518,11,27,0,0.000831530370044792,19.8459078863224,2.08,0.353329359627597,0.4123,0.314399986113226,0.352,210,0.953,0.813,0.443758986134101
"GRR27","run028",0.0571655853293619,528,687,0.434567901234568,0.565432098765432,132,148,0.314285714285714,0.352380952380952,7,9,72.5166666666667,0.412030251311862,28.8203277365686,1.73333333333333,0.364461469279679,0.2662,0.215878604034489,0.438,210,0.879,0.518,3,3,6.31904761904762,0.127077282847931,19.8459078863224,2.08,0.353329359627597,0.4123,0.314399986113226,0.352,210,0.953,0.813,0.443758986134101
"RBB27","run028",0.0571655853293619,528,687,0.434567901234568,0.565432098765432,132,148,0.314285714285714,0.352380952380952,1,1,11.7,0.323031208746922,28.8203277365686,1.73333333333333,0.364461469279679,0.2662,0.215878604034489,0.438,210,0.879,0.518,4,4,65.347619047619,0.144391076180863,19.8459078863224,2.08,0.353329359627597,0.4123,0.314399986113226,0.352,210,0.953,0.813,0.443758986134101
"RBG27","run028",0.0571655853293619,528,687,0.434567901234568,0.565432098765432,132,148,0.314285714285714,0.352380952380952,4,8,25.2142857142857,0.285976153885968,28.8203277365686,1.73333333333333,0.364461469279679,0.2662,0.215878604034489,0.438,210,0.879,0.518,6,12,58.9178571428571,0.0251928154844838,19.8459078863224,2.08,0.353329359627597,0.4123,0.314399986113226,0.352,210,0.953,0.813,0.443758986134101
"RBR27","run028",0.0571655853293619,528,687,0.434567901234568,0.565432098765432,132,148,0.314285714285714,0.352380952380952,8,34,14.4333333333333,0.708145567817313,28.8203277365686,1.73333333333333,0.364461469279679,0.2662,0.215878604034489,0.438,210,0.879,0.518,9,30,13.3857142857143,0.0441652178811579,19.8459078863224,2.08,0.353329359627597,0.4123,0.314399986113226,0.352,210,0.953,0.813,0.443758986134101
"RGG27","run028",0.0571655853293619,528,687,0.434567901234568,0.565432098765432,132,148,0.314285714285714,0.352380952380952,7,17,21.7166666666667,0.380205478082838,28.8203277365686,1.73333333333333,0.364461469279679,0.2662,0.215878604034489,0.438,210,0.879,0.518,5,12,22.6821428571429,0.0539800416321737,19.8459078863224,2.08,0.353329359627597,0.4123,0.314399986113226,0.352,210,0.953,0.813,0.443758986134101
"RGR27","run028",0.0571655853293619,528,687,0.434567901234568,0.565432098765432,132,148,0.314285714285714,0.352380952380952,7,23,23.3857142857143,0.0771187467376478,28.8203277365686,1.73333333333333,0.364461469279679,0.2662,0.215878604034489,0.438,210,0.879,0.518,9,32,7.25952380952381,0.200556125368824,19.8459078863224,2.08,0.353329359627597,0.4123,0.314399986113226,0.352,210,0.953,0.813,0.443758986134101
"RRG27","run028",0.0571655853293619,528,687,0.434567901234568,0.565432098765432,132,148,0.314285714285714,0.352380952380952,11,65,7.36666666666667,0.740030910083493,28.8203277365686,1.73333333333333,0.364461469279679,0.2662,0.215878604034489,0.438,210,0.879,0.518,9,84,73.777380952381,0.163562553257952,19.8459078863224,2.08,0.353329359627597,0.4123,0.314399986113226,0.352,210,0.953,0.813,0.443758986134101
"RRR27","run028",0.0571655853293619,528,687,0.434567901234568,0.565432098765432,132,148,0.314285714285714,0.352380952380952,4,7,9.86904761904762,0.123011195807432,28.8203277365686,1.73333333333333,0.364461469279679,0.2662,0.215878604034489,0.438,210,0.879,0.518,11,19,74.6345238095238,0.123803432957678,19.8459078863224,2.08,0.353329359627597,0.4123,0.314399986113226,0.352,210,0.953,0.813,0.443758986134101
"BBB28","run029",0.092385180239129,556,659,0.45761316872428,0.54238683127572,140,145,0.333333333333333,0.345238095238095,4,8,6.95,1,17.4672118794786,1.97112860892388,0.387541228268471,0.4045,0.274746898674945,0.386,210,0.956,0.825,3,5,60.4214285714286,0.937074871610033,23.0903550619056,1.91,0.359461939126285,0.3981,0.262372907983104,0.39,210,0.973,0.892,0.443501200413586
"BBG28","run029",0.092385180239129,556,659,0.45761316872428,0.54238683127572,140,145,0.333333333333333,0.345238095238095,9,36,0,0,17.4672118794786,1.97112860892388,0.387541228268471,0.4045,0.274746898674945,0.386,210,0.956,0.825,15,95,28.8166666666667,0.00582495424696063,23.0903550619056,1.91,0.359461939126285,0.3981,0.262372907983104,0.39,210,0.973,0.892,0.443501200413586
"BBR28","run029",0.092385180239129,556,659,0.45761316872428,0.54238683127572,140,145,0.333333333333333,0.345238095238095,0,0,0,0.0766159972036109,17.4672118794786,1.97112860892388,0.387541228268471,0.4045,0.274746898674945,0.386,210,0.956,0.825,0,0,0,0.0942023761836317,23.0903550619056,1.91,0.359461939126285,0.3981,0.262372907983104,0.39,210,0.973,0.892,0.443501200413586
"BGB28","run029",0.092385180239129,556,659,0.45761316872428,0.54238683127572,140,145,0.333333333333333,0.345238095238095,1,1,33.8333333333333,0.15100473205014,17.4672118794786,1.97112860892388,0.387541228268471,0.4045,0.274746898674945,0.386,210,0.956,0.825,1,2,2.25,0.134375736002396,23.0903550619056,1.91,0.359461939126285,0.3981,0.262372907983104,0.39,210,0.973,0.892,0.443501200413586
"BGG28","run029",0.092385180239129,556,659,0.45761316872428,0.54238683127572,140,145,0.333333333333333,0.345238095238095,4,4,56.4,0.0315059056929558,17.4672118794786,1.97112860892388,0.387541228268471,0.4045,0.274746898674945,0.386,210,0.956,0.825,5,9,19.7357142857143,0.28233182250574,23.0903550619056,1.91,0.359461939126285,0.3981,0.262372907983104,0.39,210,0.973,0.892,0.443501200413586
"BRB28","run029",0.092385180239129,556,659,0.45761316872428,0.54238683127572,140,145,0.333333333333333,0.345238095238095,7,21,60.0833333333333,0.413828032760498,17.4672118794786,1.97112860892388,0.387541228268471,0.4045,0.274746898674945,0.386,210,0.956,0.825,2,2,17.9714285714286,0.309405872662832,23.0903550619056,1.91,0.359461939126285,0.3981,0.262372907983104,0.39,210,0.973,0.892,0.443501200413586
"BRR28","run029",0.092385180239129,556,659,0.45761316872428,0.54238683127572,140,145,0.333333333333333,0.345238095238095,3,7,35.8833333333333,0.214831994975494,17.4672118794786,1.97112860892388,0.387541228268471,0.4045,0.274746898674945,0.386,210,0.956,0.825,3,10,1.2,0.327638283641627,23.0903550619056,1.91,0.359461939126285,0.3981,0.262372907983104,0.39,210,0.973,0.892,0.443501200413586
"GBB28","run029",0.092385180239129,556,659,0.45761316872428,0.54238683127572,140,145,0.333333333333333,0.345238095238095,15,85,5.83333333333333,0.00337252070582495,17.4672118794786,1.97112860892388,0.387541228268471,0.4045,0.274746898674945,0.386,210,0.956,0.825,12,140,7.59444444444444,0.00607722209781627,23.0903550619056,1.91,0.359461939126285,0.3981,0.262372907983104,0.39,210,0.973,0.892,0.443501200413586
"GBG28","run029",0.092385180239129,556,659,0.45761316872428,0.54238683127572,140,145,0.333333333333333,0.345238095238095,7,13,9.41666666666667,0.00356559792553782,17.4672118794786,1.97112860892388,0.387541228268471,0.4045,0.274746898674945,0.386,210,0.956,0.825,9,29,12.1944444444444,0.00150652212731411,23.0903550619056,1.91,0.359461939126285,0.3981,0.262372907983104,0.39,210,0.973,0.892,0.443501200413586
"GGB28","run029",0.092385180239129,556,659,0.45761316872428,0.54238683127572,140,145,0.333333333333333,0.345238095238095,14,44,37.0833333333333,0.058908533736573,17.4672118794786,1.97112860892388,0.387541228268471,0.4045,0.274746898674945,0.386,210,0.956,0.825,14,112,1.14285714285714,0.278029655303339,23.0903550619056,1.91,0.359461939126285,0.3981,0.262372907983104,0.39,210,0.973,0.892,0.443501200413586
"GGG28","run029",0.092385180239129,556,659,0.45761316872428,0.54238683127572,140,145,0.333333333333333,0.345238095238095,15,118,52.8333333333333,0.0307238081484114,17.4672118794786,1.97112860892388,0.387541228268471,0.4045,0.274746898674945,0.386,210,0.956,0.825,11,38,73.8595238095238,1,23.0903550619056,1.91,0.359461939126285,0.3981,0.262372907983104,0.39,210,0.973,0.892,0.443501200413586
"GGR28","run029",0.092385180239129,556,659,0.45761316872428,0.54238683127572,140,145,0.333333333333333,0.345238095238095,3,3,14.3333333333333,0.0506455534546087,17.4672118794786,1.97112860892388,0.387541228268471,0.4045,0.274746898674945,0.386,210,0.956,0.825,4,6,4.72777777777778,0.301334381220119,23.0903550619056,1.91,0.359461939126285,0.3981,0.262372907983104,0.39,210,0.973,0.892,0.443501200413586
"GRG28","run029",0.092385180239129,556,659,0.45761316872428,0.54238683127572,140,145,0.333333333333333,0.345238095238095,9,39,17.45,0.0019967941443338,17.4672118794786,1.97112860892388,0.387541228268471,0.4045,0.274746898674945,0.386,210,0.956,0.825,9,28,16.0452380952381,0.0107295102878909,23.0903550619056,1.91,0.359461939126285,0.3981,0.262372907983104,0.39,210,0.973,0.892,0.443501200413586
"GRR28","run029",0.092385180239129,556,659,0.45761316872428,0.54238683127572,140,145,0.333333333333333,0.345238095238095,1,1,1.83333333333333,0.199658328225238,17.4672118794786,1.97112860892388,0.387541228268471,0.4045,0.274746898674945,0.386,210,0.956,0.825,8,11,93.8769841269841,0.210410878086962,23.0903550619056,1.91,0.359461939126285,0.3981,0.262372907983104,0.39,210,0.973,0.892,0.443501200413586
"RBB28","run029",0.092385180239129,556,659,0.45761316872428,0.54238683127572,140,145,0.333333333333333,0.345238095238095,3,3,11.5333333333333,0.0487141225454817,17.4672118794786,1.97112860892388,0.387541228268471,0.4045,0.274746898674945,0.386,210,0.956,0.825,2,2,29.9,0.226163991693683,23.0903550619056,1.91,0.359461939126285,0.3981,0.262372907983104,0.39,210,0.973,0.892,0.443501200413586
"RBG28","run029",0.092385180239129,556,659,0.45761316872428,0.54238683127572,140,145,0.333333333333333,0.345238095238095,4,7,11.5833333333333,0.0409014433966821,17.4672118794786,1.97112860892388,0.387541228268471,0.4045,0.274746898674945,0.386,210,0.956,0.825,5,13,91.3619047619048,0.134500261781676,23.0903550619056,1.91,0.359461939126285,0.3981,0.262372907983104,0.39,210,0.973,0.892,0.443501200413586
"RBR28","run029",0.092385180239129,556,659,0.45761316872428,0.54238683127572,140,145,0.333333333333333,0.345238095238095,10,35,6.16666666666667,0.0387611668466767,17.4672118794786,1.97112860892388,0.387541228268471,0.4045,0.274746898674945,0.386,210,0.956,0.825,9,29,20.534126984127,0.499363195656019,23.0903550619056,1.91,0.359461939126285,0.3981,0.262372907983104,0.39,210,0.973,0.892,0.443501200413586
"RGG28","run029",0.092385180239129,556,659,0.45761316872428,0.54238683127572,140,145,0.333333333333333,0.345238095238095,6,10,64.5166666666667,0.0442731589375776,17.4672118794786,1.97112860892388,0.387541228268471,0.4045,0.274746898674945,0.386,210,0.956,0.825,5,19,11.702380952381,0.28892936559194,23.0903550619056,1.91,0.359461939126285,0.3981,0.262372907983104,0.39,210,0.973,0.892,0.443501200413586
"RGR28","run029",0.092385180239129,556,659,0.45761316872428,0.54238683127572,140,145,0.333333333333333,0.345238095238095,9,35,33.6166666666667,0.0893643253571742,17.4672118794786,1.97112860892388,0.387541228268471,0.4045,0.274746898674945,0.386,210,0.956,0.825,9,20,14.5222222222222,0.168075552506671,23.0903550619056,1.91,0.359461939126285,0.3981,0.262372907983104,0.39,210,0.973,0.892,0.443501200413586
