"","obs.cor","n.Obcrowd","n.Obdisplace","prop.Obcrowd","prop.Obdisplace","n.Obcrowd.dyads","n.Obdisplace.dyads","Obcrowd.density","Obdisplace.density","n.totalCD","ObtotalCD.density","Obcrowd.linearity","Obcrowd.steepness","Obcrowd.prunk.pu","Obcrowd.prunk.dyads","Obcrowd.transi.Pt","Obcrowd.transi.ttri","Obcrowd.focus","Obcrowd.position","strategy.Obcrowd","Obdisp.linearity","Obdisp.steepness","Obdisp.prunk.pu","Obdisp.prunk.dyads","Obdisp.transi.Pt","Obdisp.transi.ttri","Obdisp.focus","Obdisp.position","strategy.Obdisp","ObtotalCD.linearity","ObtotalCD.steepness","ObtotalCD.prunk.pu","ObtotalCD.prunk.dyads","ObtotalCD.transi.Pt","ObtotalCD.transi.ttri","ObtotalCD.focus","ObtotalCD.position","Obstrategy.totalCD"
"Pt",0.339943583405141,160,1055,0.131687242798354,0.868312757201646,84,191,0.2,0.454761904761905,1215,0.654761904761905,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.350320484992601,0.467141797700887,"pure.bully",0.5071,0.424154576329339,0.21,210,0.941,0.765,0.298794763085843,0.402260829990582,"pure.bully",0.5662,0.470190989077629,0.171,210,0.949,0.794,0.260035656558111,0.380127105201709,"pure.bully"
