"","runID","COR"
"1","run001",0.376761734633335
"2","run002",0.583625519378765
"3","run003",0.352110964393594
"4","run004",0.396617525958915
"5","run005",0.526952221297498
"6","run006",0.56144479174435
"7","run007",0.590950865895391
"8","run008",0.534049110887367
"9","run009",0.449532260080465
"10","run010",0.390271296467009
"11","run011",0.502265635641987
"12","run012",0.477309663218313
"13","run013",0.498974602332915
"14","run014",0.527427653369897
"15","run015",0.537609969842082
"16","run016",0.59060833841466
"17","run017",0.502477774183601
"18","run018",0.385484340307403
"19","run019",0.51313141069025
"20","run020",0.553945478195286
"21","run021",0.552536761582163
"22","run022",0.344227372035858
"23","run023",0.519708330696117
"24","run024",0.465420561456694
"25","run025",0.625907539393781
"26","run026",0.584444944204304
"27","run027",0.518068034657236
"28","run028",0.535349773900844
"29","run029",0.571559187600254
"30","run030",0.49857941019212
"31","run031",0.406179216270399
"32","run032",0.411993617557675
"33","run033",0.536686206923025
"34","run034",0.511256935608484
"35","run035",0.565761844697217
"36","run036",0.577280936529555
"37","run037",0.575471244265515
"38","run038",0.583953316105925
"39","run039",0.618917628988368
"40","run040",0.411206941177544
"41","run041",0.571209731398444
"42","run042",0.465838733645074
"43","run043",0.627056624556218
"44","run044",0.493565828932152
"45","run045",0.462010227113393
"46","run046",0.475509787069295
"47","run047",0.421505485636624
"48","run048",0.551042050761555
"49","run049",0.47296751238064
"50","run050",0.503968500302706
"51","run051",0.551670918357839
"52","run052",0.567634495136302
"53","run053",0.567722984103325
"54","run054",0.622235086278231
"55","run055",0.519635303912676
"56","run056",0.550091566143868
"57","run057",0.507558556923536
"58","run058",0.594865716028618
"59","run059",0.430267063254724
"60","run060",0.403540761285923
"61","run061",0.558057586284778
"62","run062",0.550531434641244
"63","run063",0.571979726604426
"64","run064",0.441849918570693
"65","run065",0.379190207129823
"66","run066",0.506818397173091
"67","run067",0.508743508589139
"68","run068",0.538118029089848
"69","run069",0.545777279618211
"70","run070",0.539452222332433
"71","run071",0.485650347671909
"72","run072",0.501245546338832
"73","run073",0.518611763996199
"74","run074",0.541503873253905
"75","run075",0.554119180329193
"76","run076",0.478743634722736
"77","run077",0.463980537135039
"78","run078",0.484640831263991
"79","run079",0.479071832503911
"80","run080",0.557923843528126
"81","run081",0.625225313433207
"82","run082",0.515427049633917
"83","run083",0.555430882543948
"84","run084",0.504034072486831
"85","run085",0.509400183085446
"86","run086",0.490730306195615
"87","run087",0.636546266949783
"88","run088",0.575097286328227
"89","run089",0.371204341614159
"90","run090",0.612371775306094
"91","run091",0.449238497607045
"92","run092",0.524610583661843
"93","run093",0.527482095162468
"94","run094",0.580978063150404
"95","run095",0.526552954383654
"96","run096",0.635476665247032
"97","run097",0.426880562355733
"98","run098",0.461367906190122
"99","run099",0.466026075126661
"100","run100",0.606085282248621
