"","runID","type","blur","focus","focus_ci_hi","focus_ci_lo","position","position_ci_hi","position_ci_lo"
"1","run001","displace",0,0.859799133447905,0.924041950602687,0.767164045284361,0.344579849418125,0.442834503617473,0.239894133135681
"2","run001","displace",0.1,0.791833122030761,0.895801707773558,0.577478526943743,0.358833262194455,0.498106201595356,0.242708373876412
"3","run001","displace",0.2,0.698909609096738,0.864699778709717,0.468428320286126,0.352717773129392,0.502278524166609,0.223716307745258
"4","run001","displace",0.3,0.648405441446596,0.824143500594144,0.430294878901142,0.341823635985786,0.480002716808653,0.213910367657907
"5","run001","displace",0.4,0.581277988373317,0.760873467279392,0.294291306844306,0.333106311258448,0.485058475163717,0.215452404535411
"6","run001","displace",0.5,0.509622909180692,0.727308098588743,0.255751541702486,0.301129314659589,0.471533737517416,0.124362016296532
"7","run001","displace",0.6,0.47278404611652,0.67858835465819,0.124482895533702,0.299691905714308,0.451982150306963,0.132891318386443
"8","run001","displace",0.7,0.452595982828377,0.70261189922181,0.194186325067753,0.292288818385805,0.457087520127306,0.126659127844428
"9","run001","displace",0.8,0.402738238080094,0.699608394142489,0.0834768345028152,0.286939211258567,0.500235776666431,0.109588039682406
"10","run001","displace",0.9,0.418936313381304,0.645515235794198,0.14740559842202,0.295576616519788,0.488662898544009,0.140150717452397
"11","run001","displace",1,0.391843027614212,0.658939438450203,0.0105966105411572,0.304892622824709,0.521016317007102,0.125498620648329
"12","run002","displace",0,0.830678048563143,0.898591437786704,0.747357003193496,0.361604765202755,0.475897419533186,0.274371082047604
"13","run002","displace",0.1,0.766836641103679,0.888185544154575,0.619386946498546,0.379370742802162,0.509638817225709,0.274522711286925
"14","run002","displace",0.2,0.70531985122621,0.865476961940332,0.465754125806026,0.357354400888283,0.51333254065013,0.21856195603519
"15","run002","displace",0.3,0.610630554909138,0.828755778569798,0.331521315175075,0.348047461392328,0.473842312307602,0.201195339470966
"16","run002","displace",0.4,0.598898856044438,0.782795146837752,0.358588010895576,0.345124349115463,0.535159297851997,0.201651934509028
"17","run002","displace",0.5,0.520126338186242,0.760618598713065,0.207213842920103,0.331234360897392,0.475971730887323,0.16739163201396
"18","run002","displace",0.6,0.475573305263811,0.746190199250339,0.205254275833908,0.309490684664565,0.474039782172048,0.143462275441106
"19","run002","displace",0.7,0.437896076279273,0.680245728410546,0.153907147242241,0.291997821455755,0.458733167926132,0.118696440912286
"20","run002","displace",0.8,0.409222337318899,0.713364818244662,0.0541008509366775,0.291369412316903,0.478187039302498,0.127158282107077
"21","run002","displace",0.9,0.41829392574054,0.666820417101172,0.119874992893245,0.299838395583454,0.49677211209464,0.160841749909689
"22","run002","displace",1,0.407048323953067,0.686438129903884,0.0644828816222533,0.30438446698519,0.481485538051573,0.12756858167226
"23","run003","displace",0,0.828509862385075,0.908395583121497,0.686890426301654,0.387373716722662,0.534894883942634,0.280372621885799
"24","run003","displace",0.1,0.737374438670977,0.879938599843289,0.567728569388332,0.393564146773979,0.546946688130449,0.24141046770449
"25","run003","displace",0.2,0.665180788961768,0.844741827433286,0.424226213037354,0.390634639394911,0.569925125396427,0.252872446165783
"26","run003","displace",0.3,0.583487672203613,0.800801652416629,0.324240023679289,0.377815553006142,0.555799489615616,0.223560786495101
"27","run003","displace",0.4,0.536455303121479,0.781194780410846,0.207127410218957,0.356786325612367,0.553014651882144,0.20459043364897
"28","run003","displace",0.5,0.517412354278358,0.705999703723732,0.25513073427593,0.334018925637984,0.510886442416526,0.199326066191821
"29","run003","displace",0.6,0.479946991705689,0.671388234163456,0.152074143590626,0.331332608320335,0.489196739955105,0.140882750192011
"30","run003","displace",0.7,0.44261074907834,0.69013060150833,0.156653345065326,0.310508171304101,0.467635683132646,0.135573175575983
"31","run003","displace",0.8,0.426852862215418,0.690890992832137,0.153251400344186,0.298688079932077,0.522271018618504,0.121610421807804
"32","run003","displace",0.9,0.405292696586687,0.664933744066252,0.164023577775711,0.299858560251729,0.447359872750298,0.160676526970841
"33","run003","displace",1,0.393550873490353,0.630070923971491,0.0781851938344847,0.29332574234835,0.47359805820545,0.118764075466149
"34","run004","displace",0,0.789752165439449,0.886279070067892,0.667832338773323,0.406693422014875,0.547703522288263,0.286677389033939
"35","run004","displace",0.1,0.713841388947721,0.874982515001865,0.485708596198416,0.393851246534412,0.583339666500018,0.287775703210107
"36","run004","displace",0.2,0.65258163899302,0.826082350489466,0.445196022611629,0.385454565739975,0.55916823337674,0.258110651055916
"37","run004","displace",0.3,0.592266105805419,0.819474181861193,0.26628289963926,0.361140636381242,0.522540798964888,0.208688514869597
"38","run004","displace",0.4,0.536762975501947,0.72729992601943,0.251805774674422,0.355173208756891,0.540395406551521,0.193535498036305
"39","run004","displace",0.5,0.491719411825916,0.655308212318066,0.218515515091987,0.333456719802812,0.515370280851645,0.141910683902421
"40","run004","displace",0.6,0.454100984791779,0.719259914648496,0.0920612292310541,0.33892222048446,0.474119003647208,0.157188064297118
"41","run004","displace",0.7,0.41747925782868,0.663283139736427,0.089677590537561,0.311170114314858,0.500451983584995,0.1459702629493
"42","run004","displace",0.8,0.421670681221979,0.658915684251028,0.0530315703838917,0.302982803592676,0.48903423638499,0.118325046381726
"43","run004","displace",0.9,0.418273297158434,0.686257780906197,0.152479445604838,0.304671725039727,0.499997041518787,0.123509828436828
"44","run004","displace",1,0.404502971655445,0.654193248165919,0.148588863442619,0.284044504880427,0.464863564995316,0.0756381883948274
"45","run005","displace",0,0.830363088415438,0.903471780931778,0.699352796677948,0.371078439105134,0.52556173729905,0.266634234403761
"46","run005","displace",0.1,0.776676037223211,0.894727650049056,0.534291472565152,0.36760421604681,0.51755046811777,0.203201843008518
"47","run005","displace",0.2,0.694703423306709,0.86937769596941,0.437810471652102,0.373509469418009,0.569096143854884,0.225186726164349
"48","run005","displace",0.3,0.648358833685995,0.848486200602644,0.405213235920598,0.36325763718912,0.520838982342834,0.197652817145153
