"","obs.cor","n.Obcrowd","n.Obdisplace","prop.Obcrowd","prop.Obdisplace","n.Obcrowd.dyads","n.Obdisplace.dyads","Obcrowd.density","Obdisplace.density","n.totalCD","ObtotalCD.density","Obcrowd.linearity","Obcrowd.steepness","Obcrowd.prunk.pu","Obcrowd.prunk.dyads","Obcrowd.transi.Pt","Obcrowd.transi.ttri","Obcrowd.focus","Obcrowd.position","strategy.Obcrowd","Obdisp.linearity","Obdisp.steepness","Obdisp.prunk.pu","Obdisp.prunk.dyads","Obdisp.transi.Pt","Obdisp.transi.ttri","Obdisp.focus","Obdisp.position","strategy.Obdisp","ObtotalCD.linearity","ObtotalCD.steepness","ObtotalCD.prunk.pu","ObtotalCD.prunk.dyads","ObtotalCD.transi.Pt","ObtotalCD.transi.ttri","ObtotalCD.focus","ObtotalCD.position","Obstrategy.totalCD"
"Pt",0.573581170259509,56,56,0.5,0.5,38,35,0.0904761904761905,0.0833333333333333,112,0.173809523809524,0.1461,0.033915687487116,0.829,210,0.95,0.8,0.517551791250325,0.487861244414554,"downward.heuristic",0.1532,0.0393458393458394,0.838,210,1,1,0.54329318543592,0.441125993423305,"downward.heuristic",0.176,0.0730342446668978,0.743,210,0.939,0.755,0.51410106033895,0.440220897850272,"downward.heuristic"
