"","runID","COR"
"1","run001",0.58187054148338
"2","run002",0.309783718960449
"3","run003",0.379926887299636
"4","run004",0.649873908809349
"5","run005",0.539687957727436
"6","run006",0.455058009654011
"7","run007",0.182946933317383
"8","run008",0.187337551721545
"9","run009",0.540071045640044
"10","run010",0.397894415813078
"11","run011",0.494031872877418
"12","run012",0.294123250847615
"13","run013",0.451449501391674
"14","run014",0.597110759562332
"15","run015",0.408500011002577
"16","run016",0.462426044756975
"17","run017",0.48552567496838
"18","run018",0.407793371009188
"19","run019",0.363687148047339
"20","run020",0.461141060332278
"21","run021",0.376706398723152
"22","run022",0.437465475146323
"23","run023",0.403431798607317
"24","run024",0.336107439217392
"25","run025",0.331783764315897
"26","run026",0.399757189814538
"27","run027",0.455808237786236
"28","run028",0.229742825015241
"29","run029",0.22933219008734
"30","run030",0.276697888852021
"31","run031",0.284270200621596
"32","run032",0.508127921874878
"33","run033",0.474181396121321
"34","run034",0.442577825505314
"35","run035",0.593166225615335
"36","run036",0.596213699065911
"37","run037",0.428247224328468
"38","run038",0.407135848781968
"39","run039",0.343792144022777
"40","run040",0.256855034486719
"41","run041",0.575379311067236
"42","run042",0.407739683599462
"43","run043",0.6119742494687
"44","run044",0.455493236923611
"45","run045",0.191262191763064
"46","run046",0.32495779404504
"47","run047",0.289023032142818
"48","run048",0.305898326541339
"49","run049",0.198970995266878
"50","run050",0.416828375077887
"51","run051",0.364503569424098
"52","run052",0.367093314420955
"53","run053",0.194876706626261
"54","run054",0.531647574928581
"55","run055",0.508817136762759
"56","run056",0.25551896715659
"57","run057",0.480122114140986
"58","run058",0.42204360594351
"59","run059",0.42970026389481
"60","run060",0.46839696405952
"61","run061",0.397979787934629
"62","run062",0.185009457910286
"63","run063",0.479586227878467
"64","run064",0.354747959303491
"65","run065",0.367078886641993
"66","run066",0.325999824015905
"67","run067",0.240601474276539
"68","run068",0.190358301274735
"69","run069",0.252104826896286
"70","run070",0.35188109491098
"71","run071",0.442947769472996
"72","run072",0.381776031248046
"73","run073",0.158909069925124
"74","run074",0.514577717072945
"75","run075",0.201290826461126
"76","run076",0.252306002935027
"77","run077",0.421709551692443
"78","run078",0.265370887503187
"79","run079",0.233009319791391
"80","run080",0.590557661817932
"81","run081",0.2615474866007
"82","run082",0.556507882879983
"83","run083",0.465469930805475
"84","run084",0.494289024446562
"85","run085",0.416638616565673
"86","run086",0.526681153558526
"87","run087",0.498484748753564
"88","run088",0.333660288386111
"89","run089",0.251395848038823
"90","run090",0.37920007330708
"91","run091",0.671327322895745
"92","run092",0.645593021226836
"93","run093",0.233854640790124
"94","run094",0.326081096983001
"95","run095",0.53067098766476
"96","run096",0.609070542025757
"97","run097",0.382925647012051
"98","run098",0.501376055419305
"99","run099",0.531955657253632
"100","run100",0.591583344708363
