"","run.code","run.cor","n.Rcrowd","n.Rdisplace","prop.Rcrowd","prop.Rdisplace","n.Rcrowd.dyads","n.Rdisplace.dyads","Rcrowd.density","Rdisplace.density","Rcrowd.linearity","Rcrowd.steepness","Rcrowd.prunk.pu","Rcrowd.prunk.dyads","Rcrowd.transi.Pt","Rcrowd.transi.ttri","Rdisp.linearity","Rdisp.steepness","Rdisp.prunk.pu","Rdisp.prunk.dyads","Rdisp.transi.Pt","Rdisp.transi.ttri"
"Pt71","run072",0.501245546338832,160,160,0.5,0.5,84,76,0.2,0.180952380952381,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2039,0.0955856180856182,0.657,210,0.956,0.824
"Pt72","run073",0.518611763996199,160,160,0.5,0.5,84,72,0.2,0.171428571428571,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2325,0.106992254333191,0.667,210,0.963,0.852
"Pt73","run074",0.541503873253905,160,160,0.5,0.5,84,77,0.2,0.183333333333333,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2123,0.0988115149641124,0.652,210,0.925,0.7
"Pt74","run075",0.554119180329193,160,160,0.5,0.5,84,78,0.2,0.185714285714286,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.237,0.0903064537503313,0.657,210,0.959,0.838
"Pt75","run076",0.478743634722736,160,160,0.5,0.5,84,80,0.2,0.19047619047619,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.25,0.102659392761434,0.633,210,0.971,0.884
"Pt76","run077",0.463980537135039,160,160,0.5,0.5,84,77,0.2,0.183333333333333,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2494,0.105674358881687,0.648,210,0.976,0.902
"Pt77","run078",0.484640831263991,160,160,0.5,0.5,84,79,0.2,0.188095238095238,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2565,0.100789307064818,0.643,210,0.986,0.946
"Pt78","run079",0.479071832503911,160,160,0.5,0.5,84,79,0.2,0.188095238095238,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2422,0.104057361761443,0.648,210,0.975,0.899
"Pt79","run080",0.557923843528126,160,160,0.5,0.5,84,76,0.2,0.180952380952381,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2442,0.0940345268522451,0.657,210,0.922,0.688
"Pt80","run081",0.625225313433207,160,160,0.5,0.5,84,81,0.2,0.192857142857143,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2318,0.111624641592174,0.643,210,1,1
"Pt81","run082",0.515427049633917,160,160,0.5,0.5,84,74,0.2,0.176190476190476,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2097,0.092637863985877,0.667,210,0.964,0.857
"Pt82","run083",0.555430882543948,160,160,0.5,0.5,84,84,0.2,0.2,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2149,0.0976070672267333,0.629,210,0.902,0.61
"Pt83","run084",0.504034072486831,160,160,0.5,0.5,84,83,0.2,0.197619047619048,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2266,0.111123178511861,0.638,210,0.945,0.78
"Pt84","run085",0.509400183085446,160,160,0.5,0.5,84,78,0.2,0.185714285714286,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2357,0.105212109319252,0.638,210,0.947,0.787
"Pt85","run086",0.490730306195615,160,160,0.5,0.5,84,73,0.2,0.173809523809524,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.1948,0.0835176675287719,0.667,210,0.901,0.606
"Pt86","run087",0.636546266949783,160,160,0.5,0.5,84,83,0.2,0.197619047619048,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2422,0.10576850398279,0.629,210,0.973,0.893
"Pt87","run088",0.575097286328227,160,160,0.5,0.5,84,80,0.2,0.19047619047619,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2338,0.101220624613482,0.633,210,0.933,0.73
"Pt88","run089",0.371204341614159,160,160,0.5,0.5,84,79,0.2,0.188095238095238,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2519,0.0946792735197189,0.643,210,0.961,0.844
"Pt89","run090",0.612371775306094,160,160,0.5,0.5,84,74,0.2,0.176190476190476,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.25,0.0985608207929636,0.657,210,0.962,0.848
"Pt90","run091",0.449238497607045,160,160,0.5,0.5,84,73,0.2,0.173809523809524,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2169,0.0915184399878276,0.662,210,0.953,0.812
"Pt91","run092",0.524610583661843,160,160,0.5,0.5,84,81,0.2,0.192857142857143,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2221,0.103360830830682,0.633,210,0.918,0.671
"Pt92","run093",0.527482095162468,160,160,0.5,0.5,84,65,0.2,0.154761904761905,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.187,0.081362237535707,0.705,210,0.906,0.623
"Pt93","run094",0.580978063150404,160,160,0.5,0.5,84,82,0.2,0.195238095238095,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2558,0.101704361398239,0.629,210,0.987,0.947
"Pt94","run095",0.526552954383654,160,160,0.5,0.5,84,79,0.2,0.188095238095238,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2149,0.102792148671091,0.633,210,0.963,0.854
"Pt95","run096",0.635476665247032,160,160,0.5,0.5,84,77,0.2,0.183333333333333,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2169,0.102707421417997,0.652,210,0.923,0.692
"Pt96","run097",0.426880562355733,160,160,0.5,0.5,84,79,0.2,0.188095238095238,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2604,0.0980570815496603,0.648,210,0.976,0.906
"Pt97","run098",0.461367906190122,160,160,0.5,0.5,84,85,0.2,0.202380952380952,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2117,0.100346712277985,0.629,210,0.915,0.662
"Pt98","run099",0.466026075126661,160,160,0.5,0.5,84,75,0.2,0.178571428571429,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2247,0.103291331684189,0.648,210,0.959,0.836
"Pt99","run100",0.606085282248621,160,160,0.5,0.5,84,79,0.2,0.188095238095238,0.2526,0.0997335350530839,0.629,210,0.966,0.865,0.2305,0.114733817769532,0.638,210,0.976,0.906
